OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
CDH23,USH1C,Reconstituted Complex
USH1C,MYO7A,Reconstituted Complex
CCL3,CCR5,Reconstituted Complex
XPA,GPN1,Two-hybrid
EIF5A,XPO1,Reconstituted Complex
CSNK1E,ARNTL,Biochemical Activity
PTPRC,PTPRCAP,Reconstituted Complex
ARFGEF2,PRKAR1A,Two-hybrid
ARFGEF2,PRKAR2A,Two-hybrid
ITGB1BP1,ITGB1,Reconstituted Complex
MYC,TIAM1,Affinity Capture-Western
MYC,TIAM1,Reconstituted Complex
RANBP2,KPNB1,Reconstituted Complex
CYTH2,ARF6,Biochemical Activity
CYTH2,ARF1,Biochemical Activity
ABCD3,ABCD1,Two-hybrid
ABCD1,ABCD2,Two-hybrid
PTK2,JAK2,Affinity Capture-Western
FKBP1A,FKBP1A,Co-crystal Structure
TNFAIP6,ACAN,Reconstituted Complex
TJP3,INADL,Reconstituted Complex
CLDN1,INADL,Reconstituted Complex
CBL,CRKL,Reconstituted Complex
TAF1,TAF7,Two-hybrid
TAF7,TAF1,Reconstituted Complex
CALM1,PPEF1,Reconstituted Complex
CALM1,PPEF2,Reconstituted Complex
PPEF1,CALM1,Two-hybrid
PPEF2,CALM1,Two-hybrid
NFATC2,PRKCZ,Affinity Capture-Western
RBFOX2,ESR1,Reconstituted Complex
RBFOX2,ESR2,Reconstituted Complex
PRKCZ,NFATC2,Biochemical Activity
GP1BA,F12,Reconstituted Complex
TRAF2,TRAF2,Co-crystal Structure
TRAF2,CD40,Co-crystal Structure
OPRD1,OPRD1,Affinity Capture-Western
ADRB2,OPRD1,Affinity Capture-Western
ADRB2,ADRB2,FRET
OPRD1,OPRD1,FRET
ADRB2,OPRD1,FRET
KIF5B,SNAP23,Two-hybrid
KIF5B,SNAP25,Two-hybrid
SNAP25,KIF5B,Reconstituted Complex
SNAP23,KIF5B,Reconstituted Complex
KIF5B,KLC1,Reconstituted Complex
DYNLL1,DYNLL1,Two-hybrid
DYNLL1,DYNC1I1,Two-hybrid
DYNC1I1,DYNLL1,Two-hybrid
DYNC1I1,DYNLT1,Two-hybrid
DYNC1I1,DYNLT3,Two-hybrid
SYK,SH3BP2,Two-hybrid
FYN,SH3BP2,Two-hybrid
SH3BP2,ZAP70,Affinity Capture-Western
SH3BP2,GRB2,Reconstituted Complex
SH3BP2,ZAP70,Reconstituted Complex
SH3BP2,CBL,Reconstituted Complex
SH3BP2,PLCG1,Reconstituted Complex
SH3BP2,LAT,Reconstituted Complex
DDIT3,JUND,Reconstituted Complex
DDIT3,FOS,Reconstituted Complex
DDIT3,JUN,Reconstituted Complex
DDIT3,JUND,Affinity Capture-Western
DDIT3,FOS,Affinity Capture-Western
DDIT3,JUN,Affinity Capture-Western
DDIT3,JUND,Two-hybrid
GALNT12,MUC1,Biochemical Activity
GALNT12,MUC5AC,Biochemical Activity
TIMM8A,TIMM13,Affinity Capture-Western
FLNB,ITGB1,Two-hybrid
FLNB,ITGB3,Two-hybrid
FLNB,ITGB6,Two-hybrid
FLNA,ITGB3,Two-hybrid
FLNA,ITGB6,Two-hybrid
ITGB1,FLNB,Reconstituted Complex
ITGB1,FLNA,Reconstituted Complex
CD40,TRAF3,Reconstituted Complex
CD40,TRAF5,Reconstituted Complex
CD40,TRAF6,Reconstituted Complex
CD40,TRAF2,Reconstituted Complex
IGF1R,ARHGEF12,Two-hybrid
IGF1R,ARHGEF12,Reconstituted Complex
IGF1R,ARHGEF12,Affinity Capture-Western
SRCIN1,SNAP25,Reconstituted Complex
SRCIN1,SNAP25,Two-hybrid
CHUK,NFKBIA,Biochemical Activity
GRB2,CD28,Reconstituted Complex
SHANK1,SSTR2,Reconstituted Complex
SSTR2,SHANK1,Affinity Capture-Western
TP53AIP1,BCL2,Affinity Capture-Western
TNK2,GRB2,Affinity Capture-Western
SHC1,GRB2,Affinity Capture-Western
AMPH,VTN,Reconstituted Complex
RXRG,SRF,Reconstituted Complex
RARG,SRF,Reconstituted Complex
JUN,TCF20,Reconstituted Complex
SLC9A2,SRC,Reconstituted Complex
SLC9A2,RASA1,Reconstituted Complex
SLC9A2,SPTA1,Reconstituted Complex
SLC9A2,ABL1,Reconstituted Complex
IGFBP7,IGF1,Reconstituted Complex
IGFBP7,IGF2,Reconstituted Complex
STK4,STK4,Affinity Capture-Western
STK4,STK4,Two-hybrid
STK4,STK4,Reconstituted Complex
PTPN6,LCP2,Reconstituted Complex
ABI3,PAK1,Reconstituted Complex
ABI3,PAK2,Reconstituted Complex
PER1,CSNK1D,Affinity Capture-Western
BTRC,NFKBIB,Affinity Capture-Western
ABL1,PRKDC,Reconstituted Complex
XRCC6,DNTT,Affinity Capture-Western
XRCC5,PRKDC,Reconstituted Complex
PEX7,PEX5,Affinity Capture-Western
PEX5,PEX7,Reconstituted Complex
PEX7,PEX5,Two-hybrid
KCNJ3,KCNJ5,Reconstituted Complex
NRIP1,RARA,Reconstituted Complex
NRIP1,RXRA,Reconstituted Complex
LYN,GAB2,Affinity Capture-Western
CALM1,CAMK2G,Reconstituted Complex
ITGB3,ITGB3BP,Two-hybrid
KIT,GRB2,Two-hybrid
KIT,PIK3R1,Two-hybrid
KIT,PIK3R2,Two-hybrid
KIT,SOCS1,Two-hybrid
SOCS1,KIT,Affinity Capture-Western
SOCS1,FLT3,Affinity Capture-Western
SOCS1,VAV1,Affinity Capture-Western
SOCS1,VAV2,Affinity Capture-Western
ATP2B4,DLG1,Reconstituted Complex
ATP2B4,CASK,Reconstituted Complex
GRB2,SOCS1,Reconstituted Complex
CRK,SOCS1,Reconstituted Complex
ATP2B4,CASK,Co-fractionation
NCK1,SOCS1,Reconstituted Complex
FYN,SOCS1,Reconstituted Complex
ITK,SOCS1,Reconstituted Complex
GATA4,ZFPM2,Two-hybrid
GATA4,ZFPM2,Affinity Capture-Western
GATA4,ZFPM2,Reconstituted Complex
NRP1,VEGFA,Reconstituted Complex
NRP1,PGF,Reconstituted Complex
MAF,USF2,Reconstituted Complex
SRC,PTK2,Affinity Capture-Western
SHC1,PTK2,Affinity Capture-Western
DSG3,JUP,Affinity Capture-Western
ABL1,TP73,Reconstituted Complex
ABL1,TP73,Affinity Capture-Western
SMAD7,TGFBR1,Reconstituted Complex
SMAD7,TGFBR1,Affinity Capture-Western
IL21R,IL2,Affinity Capture-Western
IL21R,IL21,Affinity Capture-Western
LATS1,CDK1,Two-hybrid
LATS1,CDK1,Affinity Capture-Western
PTPRA,GRB2,Affinity Capture-Western
GRB2,PTPRA,Reconstituted Complex
EPOR,SOCS2,Two-hybrid
EPOR,SOCS2,Affinity Capture-Western
ZNF148,PTRF,Two-hybrid
PTRF,ZNF148,Reconstituted Complex
GSN,ACTA1,Co-crystal Structure
GNB1,GNG10,Reconstituted Complex
GNB2,GNG10,Reconstituted Complex
GNB1,GNG4,Reconstituted Complex
GNB1,GNG11,Reconstituted Complex
S100A11,S100A11,Co-crystal Structure
TOB1,SMAD4,Affinity Capture-Western
TOB1,SMAD5,Affinity Capture-Western
TOB1,SMAD1,Affinity Capture-Western
TOB1,SMAD9,Affinity Capture-Western
SRP54,SRP54,Co-crystal Structure
EGFR,CBLB,Affinity Capture-Western
EGFR,CBL,Affinity Capture-Western
SRP54,SRP54,Reconstituted Complex
CBLB,GRB2,Affinity Capture-Western
CBL,GRB2,Affinity Capture-Western
CXCL8,CXCL8,Reconstituted Complex
CCL3,CCL3,Reconstituted Complex
CFI,C3,Reconstituted Complex
CFH,C3,Reconstituted Complex
ITK,PPIA,Co-crystal Structure
PPIA,ITK,Biochemical Activity
ITK,PPIA,Affinity Capture-Western
CTNNB1,FHL2,Two-hybrid
FHL2,CTNNB1,Reconstituted Complex
CTNNB1,FHL2,Reconstituted Complex
FHL2,CTNNB1,Affinity Capture-Western
SOX9,MAF,Two-hybrid
SOX9,MAF,Affinity Capture-Western
MAF,SOX9,Affinity Capture-Western
MAF,SOX9,Reconstituted Complex
SOX9,MAF,Reconstituted Complex
KCNB1,KCNB1,Two-hybrid
KCNB1,KCNG3,Two-hybrid
KCNB1,KCNH1,Two-hybrid
KCNB1,KCNV2,Two-hybrid
KCNC1,KCNG3,Two-hybrid
KCNC1,KCNH1,Two-hybrid
KCNC1,KCNV2,Two-hybrid
KCNF1,KCNG3,Two-hybrid
KCNF1,KCNH1,Two-hybrid
KCNF1,KCNV2,Two-hybrid
APBA1,CASK,Reconstituted Complex
CASK,APBA1,Affinity Capture-Western
CASK,C16orf70,Reconstituted Complex
APBA1,CASK,Affinity Capture-Western
LIN7A,APBA1,Affinity Capture-Western
LIN7A,CASK,Affinity Capture-Western
CASK,LIN7A,Reconstituted Complex
LIN7A,CASK,Reconstituted Complex
PSMC5,SP1,Reconstituted Complex
PSMC5,SP1,Affinity Capture-Western
JAK2,CSF2RB,Reconstituted Complex
CSF2RB,JAK2,Affinity Capture-Western
ITGB4,EIF6,Two-hybrid
ITGB4,EIF6,Reconstituted Complex
SIN3A,MXD1,Reconstituted Complex
MAPK1,RAF1,Affinity Capture-Western
MAPK1,INSR,Affinity Capture-Western
MAPK3,RAF1,Affinity Capture-Western
MAPK3,INSR,Affinity Capture-Western
SLA,EPHA2,Two-hybrid
SLA,EPHA2,Affinity Capture-Western
SLA,EPHA2,Reconstituted Complex
FIGF,KDR,Reconstituted Complex
PCNA,POLDIP2,Two-hybrid
POLDIP2,PCNA,Reconstituted Complex
POLDIP2,PCNA,Affinity Capture-Western
EIF3G,EIF5,Affinity Capture-Western
LIG3,XRCC1,Reconstituted Complex
MAPK1,PRKCE,Affinity Capture-Western
RAF1,PRKCE,Affinity Capture-Western
ITGB4,ERBB2IP,Two-hybrid
DST,ERBB2IP,Two-hybrid
ERBB2IP,ITGB4,Reconstituted Complex
ERBB2IP,DST,Reconstituted Complex
TOMM20,OTC,Reconstituted Complex
TLR4,MYD88,Affinity Capture-Western
KCNB1,KCNG3,Affinity Capture-Western
KCNB1,KCNH1,Affinity Capture-Western
KCNB1,KCNV2,Affinity Capture-Western
NR5A1,NR0B1,Reconstituted Complex
SREBF1,NR0B1,Reconstituted Complex
SREBF1,NR0B1,Two-hybrid
NR5A1,NR0B1,Two-hybrid
FAS,PDCD6,Two-hybrid
FAS,PDCD6,Affinity Capture-Western
PDCD6,FAS,Reconstituted Complex
IL1A,HAX1,Two-hybrid
IL1A,HAX1,Reconstituted Complex
IL1A,IL1A,Reconstituted Complex
IL1A,HAX1,Far Western
IL1A,HAX1,Affinity Capture-Western
IGFBP7,CHMP3,Two-hybrid
CHMP3,IGFBP7,Affinity Capture-Western
IGFBP7,CHMP3,Affinity Capture-Western
LGALS1,GEMIN4,Two-hybrid
GEMIN4,LGALS1,Reconstituted Complex
GEMIN4,LGALS3,Reconstituted Complex
LGALS1,LGALS3,Affinity Capture-Western
LGALS1,SMN1,Affinity Capture-Western
LGALS1,SNRPB,Affinity Capture-Western
LGALS1,GEMIN2,Affinity Capture-Western
UBE2K,RNF2,Two-hybrid
RNF2,UBE2K,Reconstituted Complex
UBE2K,RNF2,Affinity Capture-Western
RNF2,UBE2D2,Biochemical Activity
RNF2,UBE2D1,Biochemical Activity
APOBEC1,SYNCRIP,Two-hybrid
SYNCRIP,APOBEC1,Reconstituted Complex
SYNCRIP,A1CF,Reconstituted Complex
MLH3,MLH1,Two-hybrid
PMS2,MLH1,Two-hybrid
PMS1,MLH1,Two-hybrid
MLH1,PMS2,Two-hybrid
PMS2,MLH1,Affinity Capture-Western
MLH1,PMS2,Reconstituted Complex
NCR1,CD247,Affinity Capture-Western
GRIN3B,GRIN2A,Affinity Capture-Western
GRIN3B,GRIN1,Affinity Capture-Western
PXN,PTK2B,Affinity Capture-Western
PTK2B,PXN,Far Western
MYOD1,Twist1,Affinity Capture-Western
TRAF2,CAV1,Affinity Capture-Western
CAV1,TRADD,Affinity Capture-Western
TNFRSF1B,CAV1,Affinity Capture-Western
SHC1,EPHA2,Affinity Capture-Western
EPHA2,GRB2,Affinity Capture-Western
GRB2,EPHA2,Reconstituted Complex
SHC1,EPHA2,Reconstituted Complex
DNAJB11,APOBEC1,Reconstituted Complex
DNAJB11,HSPA4,Affinity Capture-Western
NR3C1,DAP3,Two-hybrid
DAP3,NR3C1,Reconstituted Complex
DAP3,NR3C1,Far Western
FES,STAT3,Affinity Capture-Western
STAT1,STAT3,Affinity Capture-Western
JAK1,STAT3,Affinity Capture-Western
DAP3,PPARA,Reconstituted Complex
DAP3,HSP90AA1,Reconstituted Complex
DAP3,HIF1A,Reconstituted Complex
DAP3,AHR,Reconstituted Complex
DAP3,ESR1,Reconstituted Complex
DAP3,ESR2,Reconstituted Complex
DAP3,PGR,Reconstituted Complex
DAP3,THRA,Reconstituted Complex
DAP3,AR,Reconstituted Complex
HSP90AA1,DAP3,Affinity Capture-Western
HSP90AA1,NR3C1,Affinity Capture-Western
DAP3,DAP3,Reconstituted Complex
FN1,TGFBI,Reconstituted Complex
CLIC1,AKAP9,Affinity Capture-Western
EZR,PTK2,Reconstituted Complex
MKI67,KIF15,Two-hybrid
MKI67,KIF15,Affinity Capture-Western
RAD54B,RAD51,Affinity Capture-Western
RAD51,RAD54B,Affinity Capture-Western
RAD54B,RAD51,Reconstituted Complex
ATRX,RAD51,Reconstituted Complex
RAD51,RAD51,Two-hybrid
ATRX,RAD51,Two-hybrid
DLGAP1,DYNLL2,Two-hybrid
DLGAP1,DYNLL1,Two-hybrid
DYNLL2,DLGAP1,Two-hybrid
DYNLL2,MYO5A,Two-hybrid
DLGAP1,DYNLL2,Reconstituted Complex
DLGAP1,DYNLL2,Affinity Capture-Western
DYNLL2,DLGAP1,Affinity Capture-Western
DLGAP1,MYO5A,Reconstituted Complex
DLGAP1,DYNLL1,Reconstituted Complex
DYNLL1,DLGAP1,Reconstituted Complex
DYNLL2,DLGAP1,Reconstituted Complex
DYNLL2,MYO5A,Reconstituted Complex
DYNLL1,MYO5A,Reconstituted Complex
DYNLL2,DLG4,Reconstituted Complex
DYNLL1,DLG4,Reconstituted Complex
MYO5A,DYNLL1,Reconstituted Complex
MYO5A,DYNLL2,Reconstituted Complex
DLGAP1,DLG2,Affinity Capture-Western
DLGAP1,SHANK2,Affinity Capture-Western
DLGAP1,DLG4,Affinity Capture-Western
DLGAP1,DYNLL1,Affinity Capture-Western
DYNLL1,MYO5A,Affinity Capture-Western
DYNLL1,DLGAP1,Affinity Capture-Western
DYNLL1,DLG4,Affinity Capture-Western
DYNLL1,DLG2,Affinity Capture-Western
DYNLL2,MYO5A,Affinity Capture-Western
DYNLL2,DLG4,Affinity Capture-Western
DYNLL2,DLG2,Affinity Capture-Western
SHANK2,DLG4,Affinity Capture-Western
SHANK2,DYNLL2,Affinity Capture-Western
SHANK2,DYNLL1,Affinity Capture-Western
SHANK2,DLGAP1,Affinity Capture-Western
SHANK2,MYO5A,Affinity Capture-Western
CDC42,CDC42SE1,Two-hybrid
CDC42,CDC42SE2,Two-hybrid
RAC1,CDC42SE1,Two-hybrid
RAC1,CDC42SE2,Two-hybrid
GRID2,PTPN4,Two-hybrid
PTPN4,GRID2,Affinity Capture-Western
PTPN4,GRIN2A,Affinity Capture-Western
PRKCQ,FYN,Reconstituted Complex
FYN,PRKCQ,Reconstituted Complex
FYN,PRKCQ,Biochemical Activity
PRKCQ,FYN,Affinity Capture-Western
FYN,PRKCQ,Affinity Capture-Western
FYN,PRKCQ,Biochemical Activity
PRKCQ,FYN,Two-hybrid
PRKCQ,LCK,Two-hybrid
PRKCQ,TAL1,Two-hybrid
KLRK1,RAE1,Reconstituted Complex
ARF3,ARFIP1,Reconstituted Complex
ARF3,ARFIP2,Reconstituted Complex
ARF1,ARFIP1,Reconstituted Complex
ARF1,ARFIP2,Reconstituted Complex
ARF5,ARFIP2,Reconstituted Complex
ARF5,ARFIP1,Reconstituted Complex
ITGB2,GNB2L1,Reconstituted Complex
ITGB1,GNB2L1,Affinity Capture-Western
ITGB2,GNB2L1,Affinity Capture-Western
ITGB2,ITGAL,Affinity Capture-Western
SMAD2,DAB2,Reconstituted Complex
SMAD3,DAB2,Reconstituted Complex
SMAD2,DAB2,Affinity Capture-Western
SMAD3,DAB2,Affinity Capture-Western
DAB2,TGFBR1,Affinity Capture-Western
DAB2,TGFBR2,Affinity Capture-Western
NR0B2,HNF4A,Two-hybrid
NR0B2,HNF4A,Reconstituted Complex
NR0B2,RXRA,Two-hybrid
PRELP,HSPG2,Reconstituted Complex
PRELP,NID2,Reconstituted Complex
PRELP,FBLN2,Reconstituted Complex
PRELP,COL1A1,Reconstituted Complex
PRELP,COL2A1,Reconstituted Complex
SGPP1,S1PR5,Reconstituted Complex
MAPK8,IKBKAP,Two-hybrid
MAPK8,IKBKAP,Affinity Capture-Western
MAPK8,IKBKAP,Reconstituted Complex
MAPK8,IKBKAP,Biochemical Activity
AKAP8,PRKAR2A,Reconstituted Complex
PRKAR2A,AKAP8,Affinity Capture-Western
SNCA,SNCAIP,Affinity Capture-Western
SNCA,BAX,Reconstituted Complex
SNCA,BAD,Reconstituted Complex
SLC9A3R2,SGK1,Reconstituted Complex
PDPK1,SLC9A3R2,Affinity Capture-Western
SLC9A3R2,PDPK1,Affinity Capture-Western
SGK1,SLC9A3R2,Reconstituted Complex
SGK1,PDPK1,Reconstituted Complex
SGK1,SLC9A3R2,Biochemical Activity
E2F1,SP1,Affinity Capture-Western
E2F1,SP1,Reconstituted Complex
ERBB2IP,KCNA4,Reconstituted Complex
ERBB2IP,GRIN2C,Reconstituted Complex
ERBB2IP,GRIN2B,Reconstituted Complex
ERBB2IP,ERBB2,Reconstituted Complex
ERBB2IP,ERBB2,Two-hybrid
ERBB2,PICK1,Two-hybrid
ERBB2,ERBB2IP,Two-hybrid
ERBB2IP,ERBB2IP,Two-hybrid
ERBB2IP,PICK1,Two-hybrid
ERBB2IP,ERBB2IP,Reconstituted Complex
ERBB2IP,ERBB2,Affinity Capture-Western
PICK1,ERBB2,Affinity Capture-Western
IL10RA,IL10,Co-purification
KLF6,KLF4,Affinity Capture-Western
NR6A1,NR6A1,Reconstituted Complex
CD84,CD84,Reconstituted Complex
KHSRP,PTBP2,Reconstituted Complex
KHSRP,HNRNPA1,Reconstituted Complex
KHSRP,HNRNPH1,Reconstituted Complex
AXL,GRB2,Far Western
AXL,LCK,Far Western
AXL,SRC,Far Western
AXL,PIK3R1,Biochemical Activity
AXL,PIK3R2,Biochemical Activity
ATXN1,USP7,Affinity Capture-Western
NCOA1,TEAD2,Two-hybrid
NCOA1,TEAD2,Reconstituted Complex
NCOA1,TEAD1,Reconstituted Complex
CDKN1C,PCNA,Two-hybrid
CDKN1C,PCNA,Affinity Capture-Western
CDKN1C,PCNA,Reconstituted Complex
CDKN1A,PCNA,Reconstituted Complex
CYCS,BCL2L1,Affinity Capture-Western
CALR,PRF1,Affinity Capture-Western
CALR,PRF1,Reconstituted Complex
EDF1,NR5A2,Reconstituted Complex
EDF1,NR1H3,Reconstituted Complex
EDF1,PPARG,Reconstituted Complex
EDF1,RXRA,Reconstituted Complex
EDF1,PPARG,Two-hybrid
EDF1,NR1H3,Two-hybrid
EDF1,TBP,Reconstituted Complex
TEC,LYN,Affinity Capture-Western
TEC,KIT,Affinity Capture-Western
TEC,DOK1,Affinity Capture-Western
LYN,DOK1,Biochemical Activity
TEC,DOK1,Biochemical Activity
DOK1,CRKL,Reconstituted Complex
DOK1,FGR,Reconstituted Complex
DOK1,HCK,Reconstituted Complex
DOK1,LYN,Reconstituted Complex
DOK1,PLCG1,Reconstituted Complex
DOK1,PIK3R1,Reconstituted Complex
